Linea;Origen;Destino;Solucion 1
Llobregat - Anoia;CORNELLÀ - RIERA;SANT VICENÇ - CASTELLGALÍ;"Entrada per EDICLE NORD (PASSEIG CENTRAL): Accedeixi a l'estació per EDICLE NORD (PASSEIG CENTRAL), fent servir l'ascensor, vagi fins EMBARCAMENT PMR, passant per la validadora.
 ITINERARI: Accedeixi a qualsevol comboi de la línia R5(16 parades). Baixi a SANT VICENÇ - CASTELLGALÍ. 
 Per sortir per CARRER DEL CARDENER: Dirigeixis cap a VESTÍBUL seguint indicador sortida. Surti de l'estació per CARRER DEL CARDENER, passant per la validadora.
 Aquest recorregut només es pot realitzar amb combois de 3 cotxes."
Llobregat - Anoia;SANT BOI;ST. JOSEP;"Entrada per CARRER TORRES I BAGES: Accedeixi a l'estació per CARRER TORRES I BAGES, fent servir l'ascensor o mitjançant rampa, vagi fins VESTÍBUL INFERIOR, passant per la validadora. Accedeixi a l'andana de la via 2, fent servir l'ascensor, situïs a l'embarcament PMR.
 Entrada per APARCAMENT: Accedeixi a l'estació per APARCAMENT, mitjançant rampa i travessant la passera o passadís, vagi fins VESTÍBUL INFERIOR, passant per la validadora. Accedeixi a l'andana de la via 2, fent servir l'ascensor, situïs a l'embarcament PMR.
 ITINERARI: Accedeixi a qualsevol comboi de les línies L8,R5,R6,S33,S4 o S8(4 parades). Baixi a ST. JOSEP. 
 Per sortir per CARRER S. COMPOSTEL·LA - AV. CARRILET: Dirigeixis cap a VESTÍBUL  seguint indicador sortida, fent servir l'ascensor. Surti de l'estació per CARRER S. COMPOSTEL·LA - AV. CARRILET, fent servir l'ascensor, passant per la validadora.
 Aquest recorregut només es pot realitzar amb combois de 3 cotxes."
Llobregat - Anoia;CORNELLÀ - RIERA;SANT ESTEVE SESROVIRES;"Entrada per EDICLE NORD (PASSEIG CENTRAL): Accedeixi a l'estació per EDICLE NORD (PASSEIG CENTRAL), fent servir l'ascensor, vagi fins EMBARCAMENT PMR, passant per la validadora.
 ITINERARI: Accedeixi a qualsevol comboi de la línia R6(12 parades). Baixi a SANT ESTEVE SESROVIRES. 
 Per sortir per PASSEIG DE L'ESTACIÓ: Dirigeixis cap a VESTÍBUL VIA 1 seguint indicador sortida. Surti de l'estació per PASSEIG DE L'ESTACIÓ, fent servir l'ascensor i travessant la passera o passadís.
 Per sortir per CARRER VALLSERRAT - CARRER CONSTITUCIÓ: Dirigeixis cap a VESTÍBUL VIA 1 seguint indicador sortida. Surti de l'estació per CARRER VALLSERRAT - CARRER CONSTITUCIÓ, fent servir l'ascensor o mitjançant rampa.
 Per sortir per CARRER VALLSERRAT - CARRER CONSTITUCIÓ (ESTACIONAMENT): Dirigeixis cap a VESTÍBUL VIA 1 seguint indicador sortida. Surti de l'estació per CARRER VALLSERRAT - CARRER CONSTITUCIÓ (ESTACIONAMENT), fent servir l'ascensor o mitjançant rampa.
 Aquest recorregut només es pot realitzar amb combois de 3 cotxes."
Llobregat - Anoia;SANT BOI;CORNELLÀ - RIERA;"Entrada per CARRER TORRES I BAGES: Accedeixi a l'estació per CARRER TORRES I BAGES, fent servir l'ascensor o mitjançant rampa, vagi fins VESTÍBUL INFERIOR, passant per la validadora. Accedeixi a l'andana de la via 2, fent servir l'ascensor, situïs a l'embarcament PMR.
 Entrada per APARCAMENT: Accedeixi a l'estació per APARCAMENT, mitjançant rampa i travessant la passera o passadís, vagi fins VESTÍBUL INFERIOR, passant per la validadora. Accedeixi a l'andana de la via 2, fent servir l'ascensor, situïs a l'embarcament PMR.
 ITINERARI: Accedeixi a qualsevol comboi de les línies L8,R5,R6,S33,S4 o S8(1 parada). Baixi a CORNELLÀ - RIERA. 
 Per sortir per EDICLE SUD (VORERA LATERAL): Surti de l'estació per EDICLE SUD (VORERA LATERAL), fent servir l'ascensor, passant per la validadora.
 Aquest recorregut només es pot realitzar amb combois de 3 cotxes."
Llobregat - Anoia;CORNELLÀ - RIERA;LA BEGUDA;"Entrada per EDICLE NORD (PASSEIG CENTRAL): Accedeixi a l'estació per EDICLE NORD (PASSEIG CENTRAL), fent servir l'ascensor, vagi fins EMBARCAMENT PMR, passant per la validadora.
 ITINERARI: Accedeixi a qualsevol comboi de la línia R6(13 parades). Baixi a LA BEGUDA(Només s'utilitza una andana per als dos sentits de circulació). 
 Per sortir per CAMÍ DE L'ESTACIÓ: Surti de l'estació per CAMÍ DE L'ESTACIÓ.
 Aquest recorregut només es pot realitzar amb combois de 3 cotxes."
Llobregat - Anoia;SANT BOI;CAN ROS;"Entrada per CARRER TORRES I BAGES: Accedeixi a l'estació per CARRER TORRES I BAGES, fent servir l'ascensor o mitjançant rampa, vagi fins VESTÍBUL INFERIOR, passant per la validadora. Accedeixi a l'andana de la via 1, fent servir l'ascensor, situïs a l'embarcament PMR.
 Entrada per APARCAMENT: Accedeixi a l'estació per APARCAMENT, mitjançant rampa i travessant la passera o passadís, vagi fins VESTÍBUL INFERIOR, passant per la validadora. Accedeixi a l'andana de la via 1, fent servir l'ascensor, situïs a l'embarcament PMR.
 ITINERARI: Accedeixi a qualsevol comboi de les línies R5(3 parades) o R6(4 parades) o S33,S4 o S8(5 parades). Baixi a CAN ROS. 
 Per sortir per CARRER LLOBREGAT: Dirigeixis cap a VESTÍBUL seguint indicador sortida, fent servir l'ascensor. Surti de l'estació per CARRER LLOBREGAT, passant per la validadora.
 Per sortir per CARRER BADAJOZ / AVINGUDA FERROCARRIL: Dirigeixis cap a VESTÍBUL seguint indicador sortida, fent servir l'ascensor. Surti de l'estació per CARRER BADAJOZ / AVINGUDA FERROCARRIL, mitjançant rampa, passant per la validadora.
 Aquest recorregut només es pot realitzar amb combois de 3 cotxes."
Llobregat - Anoia;CORNELLÀ - RIERA;CAN PARELLADA;"Entrada per EDICLE NORD (PASSEIG CENTRAL): Accedeixi a l'estació per EDICLE NORD (PASSEIG CENTRAL), fent servir l'ascensor, vagi fins EMBARCAMENT PMR, passant per la validadora.
 ITINERARI: Accedeixi a qualsevol comboi de la línia R6(14 parades). Baixi a CAN PARELLADA(Només s'utilitza una andana per als dos sentits de circulació). 
 Per sortir per AVDA. DEL BAIXADOR: Surti de l'estació per AVDA. DEL BAIXADOR, mitjançant rampa i travessant la passera o passadís.
 Per sortir per CARRER JOSEP MARIA VALLS: Surti de l'estació per CARRER JOSEP MARIA VALLS, mitjançant rampa.
 Aquest recorregut només es pot realitzar amb combois de 3 cotxes."
Llobregat - Anoia;SANT BOI;SANT ANDREU DE LA BARCA;"Entrada per CARRER TORRES I BAGES: Accedeixi a l'estació per CARRER TORRES I BAGES, fent servir l'ascensor o mitjançant rampa, vagi fins VESTÍBUL INFERIOR, passant per la validadora. Accedeixi a l'andana de la via 1, fent servir l'ascensor, situïs a l'embarcament PMR.
 Entrada per APARCAMENT: Accedeixi a l'estació per APARCAMENT, mitjançant rampa i travessant la passera o passadís, vagi fins VESTÍBUL INFERIOR, passant per la validadora. Accedeixi a l'andana de la via 1, fent servir l'ascensor, situïs a l'embarcament PMR.
 ITINERARI: Accedeixi a qualsevol comboi de les línies R5(6 parades) o R6(7 parades) o S4 o S8(8 parades). Baixi a SANT ANDREU DE LA BARCA. 
 Per sortir per PG RAFAEL DE CASANOVA (EST): Dirigeixis cap a VESTÍBUL INFERIOR seguint indicador sortida, passant per la validadora. Surti de l'estació per PG RAFAEL DE CASANOVA (EST), fent servir l'ascensor.
 Per sortir per PG RAFAEL DE CASANOVA (OEST): Dirigeixis cap a VESTÍBUL INFERIOR seguint indicador sortida, passant per la validadora. Surti de l'estació per PG RAFAEL DE CASANOVA (OEST), fent servir l'ascensor.
 Aquest recorregut només es pot realitzar amb combois de 3 cotxes."
Llobregat - Anoia;CORNELLÀ - RIERA;IGUALADA;"Entrada per EDICLE NORD (PASSEIG CENTRAL): Accedeixi a l'estació per EDICLE NORD (PASSEIG CENTRAL), fent servir l'ascensor, vagi fins EMBARCAMENT PMR, passant per la validadora.
 ITINERARI: Accedeixi a qualsevol comboi de la línia R6(21 parades). Baixi a IGUALADA. 
 Per sortir per AVDA. PAU CASALS: Dirigeixis cap a VESTÍBUL seguint indicador sortida. Surti de l'estació per AVDA. PAU CASALS, passant per la validadora.
 Aquest recorregut només es pot realitzar amb combois de 3 cotxes."
Llobregat - Anoia;SANT BOI;ABRERA;"Entrada per CARRER TORRES I BAGES: Accedeixi a l'estació per CARRER TORRES I BAGES, fent servir l'ascensor o mitjançant rampa, vagi fins VESTÍBUL INFERIOR, passant per la validadora. Accedeixi a l'andana de la via 1, fent servir l'ascensor, situïs a l'embarcament PMR.
 Entrada per APARCAMENT: Accedeixi a l'estació per APARCAMENT, mitjançant rampa i travessant la passera o passadís, vagi fins VESTÍBUL INFERIOR, passant per la validadora. Accedeixi a l'andana de la via 1, fent servir l'ascensor, situïs a l'embarcament PMR.
 ITINERARI: Accedeixi a qualsevol comboi de les línies R5(10 parades) o S4(13 parades). Baixi a ABRERA. 
 Per sortir per PG. ESTACIÓ: Dirigeixis cap a VESTÍBUL ANDANA VIA 1 seguint indicador sortida. Surti de l'estació per PG. ESTACIÓ, fent servir l'ascensor o mitjançant rampa i travessant la passera o passadís, passant per la validadora.
 Per sortir per AV. DEL CARRILET: Dirigeixis cap a VESTÍBUL ANDANA VIA 1 seguint indicador sortida. Surti de l'estació per AV. DEL CARRILET, mitjançant rampa, passant per la validadora.
 Aquest recorregut només es pot realitzar amb combois de 3 cotxes."
Llobregat - Anoia;SANT BOI;MAGORIA - LA CAMPANA;"Entrada per CARRER TORRES I BAGES: Accedeixi a l'estació per CARRER TORRES I BAGES, fent servir l'ascensor o mitjançant rampa, vagi fins VESTÍBUL INFERIOR, passant per la validadora. Accedeixi a l'andana de la via 2, fent servir l'ascensor, situïs a l'embarcament PMR.
 Entrada per APARCAMENT: Accedeixi a l'estació per APARCAMENT, mitjançant rampa i travessant la passera o passadís, vagi fins VESTÍBUL INFERIOR, passant per la validadora. Accedeixi a l'andana de la via 2, fent servir l'ascensor, situïs a l'embarcament PMR.
 ITINERARI: Accedeixi a qualsevol comboi de les línies L8,R5,R6,S33,S4 o S8(8 parades). Baixi a MAGORIA - LA CAMPANA. 
 Per sortir per GRAN VIA - MN. AMADEO OLLER: Dirigeixis cap a VESTÍBUL  seguint indicador sortida. Surti de l'estació per GRAN VIA - MN. AMADEO OLLER , fent servir l'ascensor, passant per la validadora.
 Aquest recorregut només es pot realitzar amb combois de 3 cotxes."
Llobregat - Anoia;SANT BOI;MONISTROL DE MONTSERRAT;"Entrada per CARRER TORRES I BAGES: Accedeixi a l'estació per CARRER TORRES I BAGES, fent servir l'ascensor o mitjançant rampa, vagi fins VESTÍBUL INFERIOR, passant per la validadora. Accedeixi a l'andana de la via 1, fent servir l'ascensor, situïs a l'embarcament PMR.
 Entrada per APARCAMENT: Accedeixi a l'estació per APARCAMENT, mitjançant rampa i travessant la passera o passadís, vagi fins VESTÍBUL INFERIOR, passant per la validadora. Accedeixi a l'andana de la via 1, fent servir l'ascensor, situïs a l'embarcament PMR.
 ITINERARI: Accedeixi a qualsevol comboi de la línia R5(13 parades). Baixi a MONISTROL DE MONTSERRAT(Entre les 09.20 i les 13.40 les circulacions sentit Manresa s’estacionen a via 2 i les circulacions sentit Barcelona ho fan a la via 1 per facilitar el transbordament dels viatgers al Cremallera de Montserrat). 
 Per sortir per CARRER SALVADOR ESPRIU: Dirigeixis cap a VESTÍBUL seguint indicador sortida, fent servir l'ascensor i travessant la passera o passadís. Surti de l'estació per CARRER SALVADOR ESPRIU, mitjançant rampa.
 Aquest recorregut es pot realitzar amb qualsevol comboi (3 cotxes i 6 cotxes)."
Llobregat - Anoia;SANT BOI;EUROPA - FIRA;"Entrada per CARRER TORRES I BAGES: Accedeixi a l'estació per CARRER TORRES I BAGES, fent servir l'ascensor o mitjançant rampa, vagi fins VESTÍBUL INFERIOR, passant per la validadora. Accedeixi a l'andana de la via 2, fent servir l'ascensor, situïs a l'embarcament PMR.
 Entrada per APARCAMENT: Accedeixi a l'estació per APARCAMENT, mitjançant rampa i travessant la passera o passadís, vagi fins VESTÍBUL INFERIOR, passant per la validadora. Accedeixi a l'andana de la via 2, fent servir l'ascensor, situïs a l'embarcament PMR.
 ITINERARI: Accedeixi a qualsevol comboi de les línies L8,R5,R6,S33,S4 o S8(6 parades). Baixi a EUROPA - FIRA. 
 Per sortir per GRAN VIA: Dirigeixis cap a VESTÍBUL  seguint indicador sortida, fent servir l'ascensor. Surti de l'estació per GRAN VIA, fent servir l'ascensor, passant per la validadora.
 Per sortir per PLAÇA EUROPA: Dirigeixis cap a VESTÍBUL  seguint indicador sortida, fent servir l'ascensor. Surti de l'estació per PLAÇA EUROPA, fent servir l'ascensor, passant per la validadora.
 Aquest recorregut només es pot realitzar amb combois de 3 cotxes."
Llobregat - Anoia;SANT BOI;SANT ESTEVE SESROVIRES;"Entrada per CARRER TORRES I BAGES: Accedeixi a l'estació per CARRER TORRES I BAGES, fent servir l'ascensor o mitjançant rampa, vagi fins VESTÍBUL INFERIOR, passant per la validadora. Accedeixi a l'andana de la via 1, fent servir l'ascensor, situïs a l'embarcament PMR.
 Entrada per APARCAMENT: Accedeixi a l'estació per APARCAMENT, mitjançant rampa i travessant la passera o passadís, vagi fins VESTÍBUL INFERIOR, passant per la validadora. Accedeixi a l'andana de la via 1, fent servir l'ascensor, situïs a l'embarcament PMR.
 ITINERARI: Accedeixi a qualsevol comboi de la línia R6(11 parades). Baixi a SANT ESTEVE SESROVIRES. 
 Per sortir per PASSEIG DE L'ESTACIÓ: Dirigeixis cap a VESTÍBUL VIA 1 seguint indicador sortida. Surti de l'estació per PASSEIG DE L'ESTACIÓ, fent servir l'ascensor i travessant la passera o passadís.
 Per sortir per CARRER VALLSERRAT - CARRER CONSTITUCIÓ: Dirigeixis cap a VESTÍBUL VIA 1 seguint indicador sortida. Surti de l'estació per CARRER VALLSERRAT - CARRER CONSTITUCIÓ, fent servir l'ascensor o mitjançant rampa.
 Per sortir per CARRER VALLSERRAT - CARRER CONSTITUCIÓ (ESTACIONAMENT): Dirigeixis cap a VESTÍBUL VIA 1 seguint indicador sortida. Surti de l'estació per CARRER VALLSERRAT - CARRER CONSTITUCIÓ (ESTACIONAMENT), fent servir l'ascensor o mitjançant rampa.
 Aquest recorregut només es pot realitzar amb combois de 3 cotxes."
Llobregat - Anoia;SANT BOI;EL PALAU;"Entrada per CARRER TORRES I BAGES: Accedeixi a l'estació per CARRER TORRES I BAGES, fent servir l'ascensor o mitjançant rampa, vagi fins VESTÍBUL INFERIOR, passant per la validadora. Accedeixi a l'andana de la via 1, fent servir l'ascensor, situïs a l'embarcament PMR.
 Entrada per APARCAMENT: Accedeixi a l'estació per APARCAMENT, mitjançant rampa i travessant la passera o passadís, vagi fins VESTÍBUL INFERIOR, passant per la validadora. Accedeixi a l'andana de la via 1, fent servir l'ascensor, situïs a l'embarcament PMR.
 ITINERARI: Accedeixi a qualsevol comboi de les línies R5(7 parades) o R6(8 parades) o S4 o S8(9 parades). Baixi a EL PALAU. 
 Per sortir per CARRER PARC VALL PALAU: Dirigeixis cap a VESTÍBUL ANDANA VIA 1 seguint indicador sortida. Surti de l'estació per CARRER PARC VALL PALAU, fent servir l'ascensor o mitjançant rampa, passant per la validadora.
 Per sortir per CARRER ANOIA: Dirigeixis cap a VESTÍBUL ANDANA VIA 1 seguint indicador sortida. Vagi de VESTÍBUL ANDANA VIA 1 fins a VESTÍBUL ANDANA VIA 2, fent servir l'ascensor o mitjançant rampa i travessant la passera o passadís, passant per la validadora. Surti de l'estació per CARRER ANOIA, passant per la validadora.
 Aquest recorregut només es pot realitzar amb combois de 3 cotxes."
Llobregat - Anoia;SANT BOI;LA BEGUDA;"Entrada per CARRER TORRES I BAGES: Accedeixi a l'estació per CARRER TORRES I BAGES, fent servir l'ascensor o mitjançant rampa, vagi fins VESTÍBUL INFERIOR, passant per la validadora. Accedeixi a l'andana de la via 1, fent servir l'ascensor, situïs a l'embarcament PMR.
 Entrada per APARCAMENT: Accedeixi a l'estació per APARCAMENT, mitjançant rampa i travessant la passera o passadís, vagi fins VESTÍBUL INFERIOR, passant per la validadora. Accedeixi a l'andana de la via 1, fent servir l'ascensor, situïs a l'embarcament PMR.
 ITINERARI: Accedeixi a qualsevol comboi de la línia R6(12 parades). Baixi a LA BEGUDA(Només s'utilitza una andana per als dos sentits de circulació). 
 Per sortir per CAMÍ DE L'ESTACIÓ: Surti de l'estació per CAMÍ DE L'ESTACIÓ.
 Aquest recorregut només es pot realitzar amb combois de 3 cotxes."
Llobregat - Anoia;SANT BOI;MARTORELL - CENTRAL;"Entrada per CARRER TORRES I BAGES: Accedeixi a l'estació per CARRER TORRES I BAGES, fent servir l'ascensor o mitjançant rampa, vagi fins VESTÍBUL INFERIOR, passant per la validadora. Accedeixi a l'andana de la via 1, fent servir l'ascensor, situïs a l'embarcament PMR.
 Entrada per APARCAMENT: Accedeixi a l'estació per APARCAMENT, mitjançant rampa i travessant la passera o passadís, vagi fins VESTÍBUL INFERIOR, passant per la validadora. Accedeixi a l'andana de la via 1, fent servir l'ascensor, situïs a l'embarcament PMR.
 ITINERARI: Accedeixi a qualsevol comboi de les línies R5(8 parades) o R6(9 parades) o S4 o S8(11 parades). Baixi a MARTORELL - CENTRAL. 
 Per sortir per CARRER MONTSERRAT (INTERCANVIADOR): Dirigeixis cap a VESTÍBUL seguint indicador sortida, fent servir l'ascensor. Surti de l'estació per CARRER MONTSERRAT (INTERCANVIADOR), passant per la validadora.
 Per sortir per CARRER MONTSERRAT: Dirigeixis cap a VESTÍBUL seguint indicador sortida, fent servir l'ascensor. Surti de l'estació per CARRER MONTSERRAT, passant per la validadora.
 Per sortir per ESTACIONAMENT: Dirigeixis cap a VESTÍBUL seguint indicador sortida, fent servir l'ascensor. Surti de l'estació per ESTACIONAMENT, fent servir l'ascensor o mitjançant rampa, passant per la validadora.
 Aquest recorregut només es pot realitzar amb combois de 3 cotxes."
Llobregat - Anoia;SANT BOI;CAN PARELLADA;"Entrada per CARRER TORRES I BAGES: Accedeixi a l'estació per CARRER TORRES I BAGES, fent servir l'ascensor o mitjançant rampa, vagi fins VESTÍBUL INFERIOR, passant per la validadora. Accedeixi a l'andana de la via 1, fent servir l'ascensor, situïs a l'embarcament PMR.
 Entrada per APARCAMENT: Accedeixi a l'estació per APARCAMENT, mitjançant rampa i travessant la passera o passadís, vagi fins VESTÍBUL INFERIOR, passant per la validadora. Accedeixi a l'andana de la via 1, fent servir l'ascensor, situïs a l'embarcament PMR.
 ITINERARI: Accedeixi a qualsevol comboi de la línia R6(13 parades). Baixi a CAN PARELLADA(Només s'utilitza una andana per als dos sentits de circulació). 
 Per sortir per AVDA. DEL BAIXADOR: Surti de l'estació per AVDA. DEL BAIXADOR, mitjançant rampa i travessant la passera o passadís.
 Per sortir per CARRER JOSEP MARIA VALLS: Surti de l'estació per CARRER JOSEP MARIA VALLS, mitjançant rampa.
 Aquest recorregut només es pot realitzar amb combois de 3 cotxes."
Llobregat - Anoia;SANT BOI;OLESA DE MONTSERRAT;"Entrada per CARRER TORRES I BAGES: Accedeixi a l'estació per CARRER TORRES I BAGES, fent servir l'ascensor o mitjançant rampa, vagi fins VESTÍBUL INFERIOR, passant per la validadora. Accedeixi a l'andana de la via 1, fent servir l'ascensor, situïs a l'embarcament PMR.
 Entrada per APARCAMENT: Accedeixi a l'estació per APARCAMENT, mitjançant rampa i travessant la passera o passadís, vagi fins VESTÍBUL INFERIOR, passant per la validadora. Accedeixi a l'andana de la via 1, fent servir l'ascensor, situïs a l'embarcament PMR.
 ITINERARI: Accedeixi a qualsevol comboi de les línies R5(11 parades) o S4(14 parades). Baixi a OLESA DE MONTSERRAT. 
 Per sortir per PLAÇA DEL DOCTOR FLEMING: Dirigeixis cap a VESTÍBUL seguint indicador sortida. Surti de l'estació per PLAÇA DEL DOCTOR FLEMING, passant per la validadora.
 Aquest recorregut només es pot realitzar amb combois de 3 cotxes."
